44.6667649041,952.657343659,1
59.5985712737,852.409089702,1
633.655047644,683.173847153,1
100.232948786,245.069676055,1
632.351527519,603.943662791,1
710.479715356,815.907677962,1
743.064498793,527.440334335,1
279.796714872,315.07955508,1
450.885042394,56.2986250352,-1
270.118927797,414.472368988,1
666.261910326,328.398986817,-1
78.9690222005,550.871369528,1
778.354884012,415.475557579,1
366.918194995,971.908628328,1
176.12452163,308.513750445,1
891.780404347,368.808312112,-1
719.725449885,964.910740842,1
924.123736496,207.967856968,-1
310.707491816,157.120508906,-1
663.272477886,131.256051544,-1
420.427894784,495.696557821,1
77.9404023592,200.990385628,1
253.76332303,534.735031068,1
427.076203203,31.2367741356,-1
864.989319075,725.81228025,1
492.601856097,393.426486465,1
550.021593472,55.9670187676,-1
781.88599237,777.088375862,1
126.339401586,421.668059863,1
498.981909006,946.833425785,1
715.974348916,206.455447857,-1
891.619254344,159.812802208,-1
342.673490439,882.489375362,1
46.8546233058,560.866976703,1
828.904280371,192.085454501,-1
912.315313156,560.259614615,1
860.189882182,390.808601631,-1
288.675464654,404.149903796,1
821.06207132,495.714132137,1
853.710439831,246.035645339,-1
748.714963668,326.334128537,-1
705.375331942,835.03526809,1
273.955138708,812.941874169,1
909.85571372,930.16522837,1
500.070088992,299.443104238,1
273.98968351,116.816118875,-1
758.45504802,979.16215738,1
322.088686863,670.301855361,1
438.305132323,663.142294147,1
330.968213668,405.776921521,1
244.589825156,911.795619805,1
595.99052513,189.727851252,-1
944.706578437,698.394240213,1
47.752945958,955.514939224,1
691.822069416,133.77348255,-1
114.167942735,967.310171774,1
724.269592728,401.173098682,1
822.072717464,560.581294723,1
936.943425518,899.06047248,1
389.279928971,525.977977488,1
218.280980979,514.341724512,1
877.633378868,946.256433645,1
215.932671743,691.713418603,1
231.727529578,25.8920284279,-1
279.746527167,613.169457811,1
777.572769825,172.994495857,-1
149.81282657,583.595792141,1
736.478229808,662.688807311,1
67.7322859495,944.096091044,1
240.979568128,432.907198425,1
680.160094662,499.134447789,1
892.744198871,215.099688211,-1
587.718414142,931.528611443,1
504.301346313,255.063817171,-1
774.749507462,774.006899214,1
775.674205044,613.010816273,1
493.025016667,520.260018871,1
952.677034093,519.115020001,1
430.681034675,650.586561774,1
735.313785527,13.1483463586,-1
845.301446714,562.147390893,1
16.7976685025,888.917519219,1
954.332398332,631.368483278,1
487.055192479,873.963751851,1
33.6274896179,763.937173427,1
278.35618888,338.955496352,1
334.754228498,680.090172614,1
47.1460729835,765.756248318,1
270.206165907,6.52013570708,-1
434.266532394,24.2864586244,-1
998.452354363,416.765428221,-1
481.755635971,866.734939624,1
324.476609537,569.252380625,1
746.187124588,994.102806215,1
610.3746942,624.594878523,1
353.299729646,242.775587325,1
372.799628049,979.606012605,1
640.701528284,292.356206784,-1
475.730931904,648.006979086,1
490.377282656,438.972755488,1
280.025280995,192.88996129,1
156.711240774,376.899904957,1
62.0438385419,516.906810601,1
294.571556467,774.588983544,1
334.382559752,418.150950422,1
853.113965583,390.934162891,-1
482.128874889,36.8428431466,-1
458.644257662,383.687062811,1
186.609647348,922.97296686,1
679.670330828,201.463758285,-1
516.494360915,167.297611863,-1
858.296368121,870.666066641,1
872.334967604,199.536666046,-1
505.397472965,574.580785008,1
821.518946773,492.225099385,1
207.593227699,949.107006318,1
120.333028125,418.513529673,1
598.373696096,293.94035237,-1
617.752344883,296.61009701,-1
727.757824415,952.905864398,1
307.00550452,629.417284889,1
312.191752118,675.208288229,1
73.7891823746,226.130673974,1
317.832906111,164.048208364,1
841.42350383,736.014645948,1
231.775518039,180.811013695,1
795.623662282,507.038287859,1
880.558510503,484.786210418,1
134.300458393,723.752189612,1
948.272467509,282.561576921,-1
900.941071569,915.273319119,1
495.430522881,197.526009236,-1
61.4586027167,274.033715371,1
21.2509694339,140.273568389,1
426.56813653,150.482773847,-1
813.264607694,316.533628864,-1
482.704641757,828.240506962,1
570.571283657,869.284325096,1
550.065781451,700.657731032,1
400.065852717,995.812465819,1
308.763887514,285.811308797,1
993.673963012,914.559965819,1
286.55498246,379.752891073,1
772.109462402,245.274199678,-1
240.811564244,812.69933087,1
270.080870028,31.93945357,-1
637.742876103,906.032674956,1
358.337432544,309.814181637,1
826.210258071,474.155841298,1
374.181640152,380.918323868,1
22.2830553182,402.053850926,1
887.759288954,999.604076192,1
506.699690896,365.049332068,1
155.451599421,600.560907745,1
699.435260412,563.503094479,1
541.72767033,159.108982058,-1
360.168740245,326.78469121,1
802.430011142,255.690522871,-1
805.394593906,429.52546736,1
959.365291018,963.078528591,1
111.686056369,493.302123511,1
451.096249737,93.5715229222,-1
181.595811324,657.952979552,1
334.752807625,839.862808432,1
272.771733299,696.628791193,1
746.303499972,541.553246949,1
931.148232277,414.412545827,-1
748.940597944,176.445340642,-1
469.530594654,707.328891993,1
984.582765777,813.241100678,1
465.478618621,478.909893487,1
416.537463573,127.211887222,-1
569.847790728,268.524451553,-1
458.67536701,880.374921899,1
783.268924026,658.375998736,1
376.661434106,762.994945999,1
985.579968827,914.098233544,1
690.047647948,352.951144216,1
223.767925698,352.625338632,1
141.054487178,818.510453352,1
44.0264288617,41.1253170009,1
376.089326404,890.775789675,1
493.587426815,185.307754398,-1
257.602763147,833.017295283,1
522.808905292,113.030320572,-1
696.876946746,469.571604947,1
556.493484557,994.18163584,1
321.554826154,143.216104969,-1
669.718634119,391.25858311,1
485.443773281,592.568974921,1
845.727577982,928.265400652,1
52.7568197034,920.073368529,1
450.068271433,390.263865987,1
988.008412809,974.234482189,1
496.891364053,610.074550291,1
907.340367409,26.6816079186,-1
541.839707231,390.960635273,1
277.73385525,919.562442949,1
293.693462182,381.311084294,1
803.427608993,899.733694153,1
735.520215464,154.173596538,-1
107.789391486,88.6910026842,1
385.460817179,204.998815769,1
786.610994983,231.262753506,-1
801.107039862,307.882258921,-1
560.328701747,483.667763242,1
44.7736771488,147.376285064,1
199.825939815,855.416723393,1
996.628297042,277.215665004,-1
82.799789097,438.555543428,1
471.753854523,974.010049558,1
518.144913488,494.02297761,1
950.378304021,176.575492473,-1
385.875469651,460.880984957,1
98.2309931634,458.897888204,1
303.075888063,638.413222557,1
247.910761178,755.496262834,1
941.434257722,919.896678433,1
312.756627988,902.103166972,1
318.281418563,484.585341917,1
131.608524672,564.680713959,1
214.389033876,55.1299736543,-1
624.524503613,856.450534173,1
324.093580659,595.514888096,1
517.200383076,936.676879552,1
423.723240082,641.878070505,1
168.83277983,630.313670243,1
313.336931157,798.946827757,1
997.817135908,320.025999387,-1
780.607564874,988.690118045,1
837.988390946,986.139972965,1
694.987288507,825.389415293,1
363.779731557,542.07962652,1
876.554657884,257.005274704,-1
912.94731079,999.036020563,1
501.618159392,620.727474505,1
725.823536927,277.312916001,-1
203.834813137,186.785319763,1
857.776004963,401.512768026,-1
404.462092768,952.911689152,1
244.209522043,895.151767057,1
466.411511374,430.075188985,1
351.12369208,860.987763386,1
633.270220801,403.584323004,1
484.252027387,383.027466621,1
836.702030996,921.087981773,1
690.79380894,943.124959008,1
761.353814562,284.73672319,-1
924.909884647,642.009933255,1
206.633656306,33.0492185013,-1
175.086438758,991.119793857,1
462.488911085,677.57768863,1
150.608829346,504.086822112,1
114.634124042,634.084325136,1
956.220183146,35.9041522036,-1
939.331119436,979.707052043,1
339.260167385,562.568624787,1
145.714567648,803.047353396,1
888.95583222,340.344712582,-1
679.132240105,790.083233364,1
991.461693369,977.206876094,1
257.883038832,211.562145237,1
333.744649266,548.805930709,1
368.289131753,830.398293928,1
854.459858952,304.829879204,-1
157.120784051,784.187608214,1
848.67775731,358.441873916,-1
462.557669252,411.994480273,1
456.257708912,944.868888109,1
81.6771966549,980.680607927,1
143.267228635,793.403518426,1
585.128018142,646.879502136,1
421.126226094,480.554644272,1
773.077946066,390.036695285,-1
887.64787833,182.068048197,-1
30.9823422766,450.8926737,1
795.204396311,202.0363803,-1
759.167335893,726.449227095,1
